"","V1","V2","V3","V4","V5","V6"
"1",129.295832341322,460.092114356197,371.571332433022,2.38133928459756,9.16936079284574,2.49602304825333
"2",124.148027385037,463.258463413362,371.811607361044,2.20285099457956,9.20767481389096,1.9731573332594
"3",124.899755531508,470.309815502148,378.935277954922,2.1376379643036,9.30354869273308,2.06812982287311
"4",130.216448826078,466.719550240331,374.027590330051,2.29591495837116,9.14625367352833,2.33781547186356
"5",133.648690148861,462.990165935842,372.725217312337,2.46328805979489,9.24775443851305,2.00650125474887
"6",124.855523384981,457.534760179643,366.858776679843,2.08582574283635,9.11162524325158,1.96359649724503
"7",120.528153491254,462.570741306066,370.407452423429,2.0611367594312,9.18306050196891,1.98291875844276
"8",123.255359959778,464.671630612966,370.658094160385,2.26078993515729,9.1504823168473,2.35458394246784
"9",123.044309166123,462.931738733239,371.2494493265,2.09614240432184,9.23823702456328,2.07077495797218
"10",128.228230472871,463.264691277797,372.402837616405,2.2749229942623,9.17552483161615,2.24933246678391
"11",122.920836500534,459.8280332863,368.253844034178,2.12597371043667,9.14642963941276,2.28526327359656
"12",127.182238105558,464.010518901255,372.393825855756,2.24938297647536,9.16272449586276,2.25615033006966
"13",129.274222840184,465.381168854787,374.825902347875,2.30046301204924,9.25479975207488,2.0211801124124
"14",124.05544167238,458.948660355084,367.189843846481,2.17330783899682,9.10556425062241,2.28001113663452
"15",121.786231328688,462.379350141736,370.526393997426,2.07863958187652,9.20653006060369,2.0129849359546
"16",133.353563286904,464.109761019778,374.199542816859,2.41157891409435,9.19360983090918,2.42795157133385
