"","V1","V2","V3","V4","V5","V6"
"1",293.955480939817,664.586388579947,554.41788130269,-2.50023823166686,14.6651315167575,1.08472467305163
"2",36.9427671361449,515.28605331313,416.654462079515,-13.8406663101214,24.5152377885161,1.05914367239806
"3",118.832987051711,496.376864745328,410.758714653663,-19.6872749202771,30.1557589440506,1.08646663286005
"4",170.258330272702,530.614805099334,443.017915251658,-15.3033351433271,26.1577570059657,1.14632313496108
"5",154.994620135098,512.714471322851,428.67532599768,-15.7702765868233,26.3166136372632,1.06428900941779
"6",139.727588835731,478.800820070417,396.835778989702,-7.02661263445581,17.5480154534274,0.996330396483426
"7",210.439230729463,563.842245336477,471.915195174717,-15.9530356172612,26.8707369630795,1.09376847544741
"8",115.230743524406,511.612153483931,422.361016679311,-20.237195114277,30.1482972146778,1.10934877935944
"9",178.987381641419,510.124978055209,427.123148551012,-13.2148650846127,24.1647888950989,1.0623956351086
"10",120.257176148914,481.476455742021,402.415130527067,-16.1503882401372,25.9770057143379,1.03255920934703
"11",161.096236182755,496.400351500798,415.651232778306,-14.1079271126517,23.8155554250181,1.00955821700254
"12",103.600548704423,483.286308640419,400.749986921891,-14.5720007267242,24.5380603020834,1.04047946844264
"13",136.913803593405,496.690704847867,415.007126455645,-17.7287757535502,28.0239977029836,1.06305452096775
"14",127.479166180069,473.297707396403,394.471186761892,-13.6319038743664,23.1768198080108,1.00451164050352
"15",194.713306185441,532.096810683846,445.63946176814,-14.5839503509369,25.1646100830478,1.05797807429343
"16",120.131903468041,484.443928827926,405.145326270902,-11.8451113973132,21.9171880105585,1.01408352494216
