Country Name,阿鲁巴,,阿富汗,,安哥拉,阿尔巴尼亚,安道尔共和国,阿拉伯联盟国家,阿拉伯联合酋长国,阿根廷,亚美尼亚,美属萨摩亚,安提瓜和巴布达,澳大利亚,奥地利,阿塞拜疆,布隆迪,比利时,贝宁,布基纳法索,孟加拉国,保加利亚,巴林,巴哈马,波斯尼亚和黑塞哥维那,白俄罗斯,伯利兹,百慕大,玻利维亚,巴西,巴巴多斯,文莱达鲁萨兰国,不丹,博茨瓦纳,中非共和国,加拿大,中歐和波羅的海,瑞士,海峡群岛,智利,中国,科特迪瓦,喀麦隆,刚果（金）,刚果（布）,哥伦比亚,科摩罗,佛得角,哥斯达黎加,加勒比小国,古巴,库拉索,开曼群岛,塞浦路斯,捷克共和国,德国,吉布提,多米尼克,丹麦,多米尼加共和国,阿尔及利亚,东亚与太平洋地区（不包括高收入）,早人口紅利,东亚与太平洋地区,欧洲与中亚地区（不包括高收入）,欧洲与中亚地区,厄瓜多尔,阿拉伯埃及共和国,欧洲货币联盟,厄立特里亚,西班牙,爱沙尼亚,埃塞俄比亚,欧洲联盟,脆弱和受衝突影響的情況下,芬兰,斐济,法国,法罗群岛,密克罗尼西亚联邦,加蓬,英国,格鲁吉亚,加纳,直布罗陀,几内亚,冈比亚,几内亚比绍共和国,赤道几内亚,希腊,格林纳达,格陵兰,危地马拉,关岛,圭亚那,高收入国家,中国香港特别行政区,洪都拉斯,重债穷国 (HIPC),克罗地亚,海地,匈牙利,只有IBRD,IBRD与IDA,IDA總,IDA混合,印度尼西亚,只有IDA,马恩岛,印度,未分类国家,爱尔兰,伊朗伊斯兰共和国,伊拉克,冰岛,以色列,意大利,牙买加,约旦,日本,哈萨克斯坦,肯尼亚,吉尔吉斯斯坦,柬埔寨,基里巴斯,圣基茨和尼维斯,大韩民国,科威特,拉丁美洲与加勒比海地区（不包括高收入）,老挝,黎巴嫩,利比里亚,利比亚,圣卢西亚,拉丁美洲与加勒比海地区,最不发达国家：联合国分类,低收入国家,列支敦士登,斯里兰卡,中低等收入国家,中低收入国家,莱索托,後期人口紅利,立陶宛,卢森堡,拉脱维亚,中国澳门特别行政区,圣马丁（法属）,摩洛哥,摩纳哥,摩尔多瓦,马达加斯加,马尔代夫,中东与北非地区,墨西哥,马绍尔群岛,中等收入国家,北马其顿,马里,马耳他,缅甸,中东与北非地区（不包括高收入）,黑山,蒙古,北马里亚纳群岛,莫桑比克,毛里塔尼亚,毛里求斯,马拉维,马来西亚,北美,纳米比亚,新喀里多尼亚,尼日尔,尼日利亚,尼加拉瓜,荷兰,挪威,尼泊尔,瑙魯,新西兰,经合组织成员,阿曼,其他小国,巴基斯坦,巴拿马,秘鲁,菲律宾,帕劳,巴布亚新几内亚,波兰,預人口紅利,波多黎各,朝鲜民主主义人民共和国,葡萄牙,巴拉圭,约旦河西岸和加沙,太平洋岛国,人口紅利之後,法属波利尼西亚,卡塔尔,罗马尼亚,俄罗斯联邦,卢旺达,南亚,沙特阿拉伯,苏丹,塞内加尔,新加坡,所罗门群岛,塞拉利昂,萨尔瓦多,圣马力诺,索马里,塞尔维亚,撒哈拉以南非洲地区（不包括高收入）,南苏丹,撒哈拉以南非洲地区,小国,圣多美和普林西比,苏里南,斯洛伐克共和国,斯洛文尼亚,瑞典,斯威士兰,圣马丁(荷属),塞舌尔,阿拉伯叙利亚共和国,特克斯科斯群岛,乍得,东亚与太平洋地区 (IBRD与IDA),欧洲与中亚地区 (IBRD与IDA),多哥,泰国,塔吉克斯坦,土库曼斯坦,拉丁美洲与加勒比海地区 (IBRD与IDA),东帝汶,中东与北非地区 (IBRD与IDA),汤加,南亚 (IBRD与IDA),撒哈拉以南非洲地区 (IBRD与IDA),特立尼达和多巴哥,突尼斯,土耳其,图瓦卢,坦桑尼亚,乌干达,乌克兰,中高等收入国家,乌拉圭,美国,乌兹别克斯坦,圣文森特和格林纳丁斯,委内瑞拉玻利瓦尔共和国,英屬維爾京群島,美属维京群岛,越南,瓦努阿图,世界,萨摩亚,科索沃,也门共和国,南非,赞比亚,津巴布韦
1970,,44629891649,1748886596,23596163865,,,78617622.62,42768536551,,31584210366,,,,41333606618,15373005557,,242732571.2,26706196047,333627713.5,458404268.7,8992721809,,,538423153.7,,,53339893.3,186300000,1017003367,42327664794,,179078929.2,,96243298.14,189106529.2,88192257632,,,,9144514527,92602638697,1455482795,1151216993,4877684910,274960699.9,7198360460,,,984830157.7,3695311705,5693005200,,,,,2.15838E+11,,,17075457585,1485500000,4863526893,1.27455E+11,2.86772E+11,4.08898E+11,,1.01942E+12,2862504170,8042200452,6.42618E+11,,40992995008,,,7.25882E+11,64779731305,11357516988,219878482.2,1.48456E+11,,,323802475.5,1.30682E+11,,2215028588,,,52296083.65,78733594.84,66331428.57,13139863636,,69520026.61,1904000000,,267799999.9,2.39446E+12,3800766536,722999999.6,31962960654,,331199999.7,,5.74979E+11,6.57853E+11,80115065650,31424774715,9150684932,49639453169,,62422483001,,4395995086,10976245143,3281318693,526704545.5,,1.13395E+11,1404720442,639519745.3,2.12609E+11,,1603447357,,718401157.7,14295279.54,16299999.99,9005023184,2873638856,1.434E+11,,,,,,1.7524E+11,,,90099360.77,2296470588,1.64717E+11,6.16281E+11,68739972.53,3.46355E+11,,1457768455,,,,3956336241,293073868,,1111859570,,55907595961,35519999964,,5.94603E+11,,359772315.1,250721821.6,578992638.8,37041045403,,,,,309405315.8,,,3864145665,1.16168E+12,,358815683.7,649916621.2,12546094987,778569938.8,38164716625,12814194863,865975307.8,,,2.40469E+12,256319795.3,3136792481,10027509450,1351006400,7432223177,7559115518,,645568215.4,,43519848652,5034700000,,8108235704,594611111.1,,,2.34241E+12,254036000.5,301791301.6,,,219900006.2,85711844745,5377268844,2100229759,1297407655,1920574149,,434410373.8,1132920000,,322600009.1,,67248358818,,67263493916,7870516443,,274900000,,,38092378396,112139955.2,,18432031.36,1780104713,,469266736.6,1.27296E+11,,345134277,7086538431,,,1.63035E+11,,36710422418,,85711844745,67263493916,821849999.6,1439238097,17345632698,,,1259554808,,4.30723E+11,2137096774,1.0733E+12,,18449999.99,11561111111,,,,,2.99727E+12,,,,21218391521,1825285714,1884206300
1971,,49173371529,1831108971,20936358634,,,89406587.66,49428519673,,33293199095,,,,45216647240,17858486067,,252842285.5,29821661870,335073027.9,482411179.7,8751842840,,,573400000,,,59074682.95,211100000,1095622896,48869830902,,197525740,,127448656.1,201450800.1,99605414680,,,,10876408930,99800597893,1584128511,1236941396,5594770359,322128019.3,7820380971,,,1077147483,4017469943,6914658400,,,,,2.49985E+11,,,19085633673,1666500000,5077182746,1.3703E+11,3.10203E+11,4.53727E+11,,1.14937E+12,2754220263,8609283346,7.28351E+11,,46619420359,,,8.20758E+11,65674584279,12527405513,247749327.7,1.65967E+11,,,381687073.1,1.48107E+11,,2417108578,,,55728655.8,78540057.14,64946954.76,14591750000,,88571004.74,1984800000,,282050000,2.65821E+12,4476001946,730999999.7,34354320284,,362799999.7,,6.27487E+11,7.09723E+11,80333811804,29185227706,9333536360,52395188462,,67351407965,,5098250287,13731802908,3865346535,670251136.4,,1.24672E+11,1539862278,678159730,2.40152E+11,,1778391289,,969911421.4,15278632.48,19624746.45,9903499928,3880395313,1.58746E+11,,,,,,1.95439E+11,,,104889791.1,2369308600,1.73886E+11,6.63112E+11,76480293.95,3.84985E+11,,1518773421,,,,4356669161,327651488,,1199507630,,66167288441,39199999964,,6.39144E+11,,395218629.4,264579879.8,559378375.7,42465877970,,,,,335568937.1,,,4244395358,1.26467E+12,,413985777.7,693573704.4,9181769912,828569953.5,44579122807,14583103533,882765470.7,,7911136757,2.66282E+12,301010587.1,3723790335,10665896682,1523917200,8289582884,8375075197,,717750057.6,,42419967120,5646800000,,9201604240,664571428.6,,437447620.8,2.5971E+12,296865513.1,387703114.9,,,222952503.9,91169238617,7184816177,2288340041,1339549034,2263785444,50056882.82,419549425.1,1186120000,,331104677.2,,68555667237,,68574658267,8854444228,,301000000,,,41566370370,136462096.7,,21965951.75,2097643980,,501866730.7,1.36859E+11,,389382093.2,7375000018,,,1.81257E+11,,42086833718,,91169238617,68574658267,896765145.6,1685163348,16311659192,,,1417191655,,4.67248E+11,2807258065,1.16485E+12,,20051925.03,12986590909,,,,,3.31048E+12,,,,23411079377,1687000000,2178716300
1972,,53123459912,1595555476,25386169423,,,113414399.2,58935857749,,34733000536,,,,52042056075,22059612477,,246804571.4,37209418019,410331856.2,578595520.9,6288245867,,,590900000,,,65998075.73,235400000,1257615645,58434858375,,270822794.7,,164460827.5,230317882.9,1.13464E+11,,,,11833776659,1.13689E+11,1849400398,1498251887,6173712814,410669262.9,8671358733,,,1238251696,4639346340,8135150892,,,,,2.99802E+11,,,23232407815,1987400000,6766744028,1.55409E+11,3.39148E+11,5.63011E+11,,1.37713E+12,3185987235,9299638056,8.79866E+11,,59132415221,,,9.90362E+11,75186521184,14743186120,316656759.4,2.03494E+11,,,430508357.7,1.69969E+11,,2112293280,,,59160575.51,87702828.57,65429198.24,16885511364,,106101302.9,2101300000,,285380952.4,3.08342E+12,5710090551,802996251.6,37368293667,,371998971.9,,7.06117E+11,7.9116E+11,83918830281,32770575917,10997590361,52164084219,,71463193831,,6318060582,17153463263,4113848002,839648790.7,,1.4526E+11,1875146587,788479129.8,3.18031E+11,,2107279157,,505549441.4,18936526.95,22944849.12,10862327878,4450540660,1.80601E+11,,,,,,2.19799E+11,,,124940289.4,2553936348,1.88493E+11,7.42014E+11,80913175.46,4.42282E+11,,1901697370,,,,5074117545,402460333.2,,1341590682,,80153352071,45199916695,,7.1592E+11,,486617279.4,295118249.3,634525053.1,50671066926,,,,,391669449.3,,,5043347486,1.39281E+12,,506808997,742779659.5,12274416018,878570045.5,54706557264,17358481291,1024098398,,9567202751,3.08875E+12,366883549.3,4506983784,9415016360,1673411700,9189413409,9067815975,,858761953.1,,49357021177,6328900000,,11239117865,769039682.5,,525633220.2,3.01272E+12,326433558.2,510262518.5,,,246457838.6,91653327298,9664177037,2483055722,1620857101,2721440981,40606712.05,465381264.3,1263720000,,416940943.7,,77082698723,,77110721965,10432353642,,311950000,,,48953974498,146736434,,30645121.01,2415706807,,585427545.7,1.55215E+11,,456159541.7,8177872958,,,2.03567E+11,,50218784351,,91653327298,77110721965,1083391921,2237554587,20431095406,,,1490970267,,5.31816E+11,2189418689,1.27911E+12,,27585802.72,13977727273,,,,,3.81682E+12,,,,24515911652,1872416680,2677729400
1973,,69482723444,1733333264,31975594565,,,150841573.5,74780454402,,52544000117,,,,63832158873,29515467707,,304339839.6,47743801490,504376074.1,674773569.7,8086725729,,,670900000,,,78214778.31,269500000,1262968516,83592275863,,433095587.5,,244124115.7,271183082,1.31766E+11,,,,16826412445,1.38543E+11,2508421426,1901393361,7870239461,541973362.5,10315760000,,,1528925770,5076128907,9987709650,,,,,3.98374E+11,,,30730626668,2344800000,8707858006,1.95534E+11,4.33957E+11,7.4189E+11,,1.74917E+12,3891755552,10098534613,1.14224E+12,,78639525985,,,1.28193E+12,92162608018,19472363467,425950581.3,2.6443E+11,,,722780701.1,1.92552E+11,,3006766758,,,75187768.35,89374237.29,81203226.91,22347848101,,140153748.3,2569200100,,307047619,3.73078E+12,8030117556,912499599.5,46136646050,,466798975,,9.14768E+11,1.01168E+12,97248051627,34960184147,16273253012,63843359723,,85515269585,,7481173066,27081698250,5134367778,1154386886,,1.75492E+11,1905917553,943784219,4.32083E+11,,2509001444,,702899156,31710657.73,24196018.38,13876531432,5408798852,2.41709E+11,,,,,,2.92375E+11,,,165928864.1,2875625000,2.29847E+11,9.46087E+11,121188698.6,5.70027E+11,,2609875802,,,,6242146135,523552815.1,,1653062347,,1.08541E+11,55280212668,,9.14833E+11,,563683703.2,345602025.4,667038769.1,67263875070,,,,,493237913.2,,,7662903760,1.55741E+12,,542293400,946385105,15162871287,1092900015,71840909664,22534123432,972101725,,12802281898,3.73176E+12,483066762.4,6529982802,6383429490,1913793400,10994381895,11412449174,,1299079580,,60920765155,7002400000,,15090564186,995531746,,716679448.5,3.63741E+12,431252938.2,793885649.3,,,290746157.5,1.04781E+11,14947535254,3077254460,1863398590,3696213333,55272108.84,575230445.8,1442320000,,507028428.3,,99480296893,,99513486867,13000903185,,339450000,,,59404966684,221915096.2,,36896278.22,2579219251,,647199482.8,1.9529E+11,,552374366.4,10838587358,,,2.73149E+11,,66663487502,,1.04781E+11,99513486867,1308785740,2730814468,25724381625,,,1701817877,,6.94387E+11,3964296443,1.42538E+12,,30165077.45,17035581395,,,,,4.65745E+12,,,,33262767310,2434255237,3309353600
1974,,85380645042,2155555498,44416677335,,,186557164,1.42138E+11,,72436777342,,,,88963890936,35189299912,,345263492.1,56033077879,554654861.5,751133431.6,12512460520,,,632400000,,,103160463.5,312600000,2100249875,1.09795E+11,311804643.3,1073591771,,306044205.9,281398706,1.60946E+11,,,,16209686088,1.44189E+11,3070152314,2157415536,9596960180,585364635.4,12370029584,,,1666544754,6595536764,11405957317,,,,,4.45303E+11,,,34160444804,2925700001,13209871629,2.21206E+11,6.0606E+11,8.54713E+11,,1.97649E+12,6599259421,9228963225,1.29537E+12,,97274006346,,,1.45165E+12,1.37116E+11,24848821490,558587216.6,2.85552E+11,,,1544216004,2.06152E+11,,2894409938,,,95796033.66,98775328.95,94159862.71,25351306818,,169918948.7,3161499902,,433954545.5,4.20661E+12,9388694745,1034500000,54947655240,,565399296.7,,1.15254E+12,1.28288E+12,1.29653E+11,50396527690,25802409639,80855093444,,99525899116,,7896860615,46209092072,11516762614,1515165330,,1.99564E+11,2375122375,1197485192,4.79626E+11,,2969958812,,588443893.7,85637174.37,31514856.31,19544094741,13006929853,3.17536E+11,,,,,,3.79038E+11,,,193980464.9,3574586466,3.01182E+11,1.19987E+12,150851315.7,6.70591E+11,,3183637117,,,,7675467037,563939670.7,,1917508190,,2.02707E+11,72000179026,,1.16107E+12,,538747340.8,376094108.5,1000557950,1.02538E+11,,,,,613010507.4,,,9496205620,1.7065E+12,,637403479.7,1026137112,24846641318,1521400012,87243413395,27145652980,1217953547,,13940743959,4.18138E+12,1645917781,12038470437,8899191919,2188307600,13858441211,15607882557,,1467417949,,86057756449,7684800000,,17512391476,1333475397,,1018241425,4.06227E+12,555340843.9,2401403228,,,308458423.2,1.26935E+11,45412971922,3958931660,2099325232,5221534956,84539332.28,648590794.6,1665880000,,467577432.3,,1.2785E+11,,1.27888E+11,20195896869,,409850000,,,66012967235,264320939.6,,43134498.69,4244670165,,652532796.1,2.2093E+11,,761591056.3,13702998648,,,3.57288E+11,,1.01623E+11,,1.26935E+11,1.27888E+11,2042001159,3545865876,35599700823,,,2098944968,,8.6856E+11,4090209682,1.54524E+12,,32923696.18,26100930233,,,,,5.36682E+12,,,,41389185877,2910981262,3982161400
1975,,90835426418,2366666616,51667190242,,,220112879.8,1.57069E+11,14720728252,52438647922,,,,97304383449,40059206763,,420986666.7,65678189097,676870139.3,939972702,19448348073,,,596200000,,,118194045.6,345000000,2404697651,1.29204E+11,402178605,1168304306,,355168715.4,378660015.7,1.74427E+11,,,,7621570580,1.63429E+11,3893839184,2857037367,10237343174,767102679,13098633902,,,1960863466,7706927758,13027415244,,,489914760.7,,4.90637E+11,,,40474406216,3599200004,15557901445,2.48601E+11,6.51462E+11,9.35819E+11,,2.30891E+12,7731677257,11632178869,1.502E+12,,1.14777E+11,,,1.69076E+12,1.53853E+11,29472623242,684282380.9,3.60832E+11,,,2157592937,2.41735E+11,,2810106383,,,115179737.7,108985740.2,104295643.4,28525876727,,211192468,3645900004,,494791666.7,4.69379E+12,10048090237,1124000000,62791627879,,681400000.1,,1.24489E+12,1.4025E+12,1.54661E+11,57971333194,30463855422,98887800680,,98472796457,,9483808362,51776222350,13458516763,1406875081,,2.27696E+11,2860442750,1363074923,5.21542E+11,,3259344936,,,55083890.19,33364055.3,21784297521,12022797844,3.4249E+11,,,,,,3.97576E+11,,,246389070.1,3791298146,3.32573E+11,1.3282E+12,149558945.4,7.37576E+11,,3123333333,,,,8984851899,711922994.2,,2283049233,,2.24133E+11,88000000000,,1.2826E+12,,830710613.9,474620439.6,1128484859,1.19312E+11,,,,,703377837.5,,,9298800799,1.85968E+12,,816652167.3,1048690932,27778934625,1581599959,1.0025E+11,32877543120,1575789254,,12861983284,4.68667E+12,2096699195,13438157793,11230606061,2435304100,16931162355,16875240686,,1356603018,,98342389194,8198300000,,19347607843,1511420635,,1137316353,4.55162E+12,690323391,2512773380,,,571863503,1.35868E+11,46773137523,4823090192,2830388400,5633673930,74620352.59,679336126.6,1884120100,,710850226.6,,1.40843E+11,,1.40885E+11,22990972084,,465500000,,,82885563989,288299883.9,,47803145.96,5566756758,,864602103.3,2.4829E+11,,838891749.3,14882770239,,,3.73552E+11,,1.18247E+11,32506741.72,1.35868E+11,1.40885E+11,2442670280,4328969185,44633449701,,,2359555556,,9.59658E+11,3538278047,1.6849E+12,,33237228.56,27464651163,,,,,5.97797E+12,,,,42906919870,2442672141,4371300700
1976,,90212747243,2555555567,62351622300,,,227284061.5,1.95514E+11,19213156353,51169499892,,,,1.05061E+11,42959976222,,448412753.6,71113882968,698408261.1,976547187,10117113333,,,642100000,,,97094221.49,386300000,2731984008,1.53169E+11,435911268.6,1423037359,,372025093.4,451152460.8,2.07266E+11,,,,10338624283,1.53939E+11,4662053820,2898089999,9648583225,754549600.5,15341403660,,,2412555426,7932366003,13789579903,,,576090073.7,,5.19754E+11,,,44575708131,3951500004,17728240937,2.52627E+11,7.11514E+11,1.02885E+12,,2.40012E+12,9091924305,13315988083,1.5675E+12,,1.18507E+11,,,1.76994E+12,1.81038E+11,31849513771,694540494.6,3.72319E+11,,,3009409971,2.3261E+11,,2765254237,,,112190822.6,112386489,103653049.9,31152835821,,240779417.8,4365300204,,454440000,5.11471E+12,12876366009,1347999950,66675385980,,879000000.2,,1.34887E+12,1.51151E+12,1.60506E+11,69959421027,37269156627,91502332692,,1.02717E+11,,9453756015,68055295081,17754825601,1669473116,,2.24717E+11,2966042856,1708519509,5.86162E+11,,3474542392,,,41110417.18,30095602.29,29902479339,13132234133,3.72929E+11,,,,,,4.36013E+11,,,272489336.9,3591319857,3.66595E+11,1.42639E+12,147659999.9,7.9511E+11,,3423586207,,,,9584296202,735339911.9,,2181844194,,2.83341E+11,88876787991,,1.37826E+12,,939228016.2,527936988.8,1155595925,1.47274E+11,,,,,775045516.9,704030891.3,,11050234602,2.08106E+12,,798313524.7,1064517600,36308883249,1836899999,1.09169E+11,35942160909,1452788944,,13604832424,5.08277E+12,2560220042,16705643658,13168080808,2588106000,16131958851,19381054332,,1511842284,,1.15511E+11,8968600000,,20332831565,1698960317,,1140399511,4.93913E+12,732288909,3284273711,,,637753856.1,1.32608E+11,64005623888,6013210816,2869777881,6327077974,83100800.46,594895244.7,2328280100,,807275808.9,,1.5195E+11,,1.51993E+11,26244271977,,505500000,,,89362242654,272549999.8,,49278979.55,6417632810,,866044961,2.52312E+11,,841682268.5,16985208712,,,4.10204E+11,,1.45959E+11,30036416.96,1.32608E+11,1.51993E+11,2500424512,4508191953,51279868357,,,2447300000,,1.01886E+12,3667161241,1.87341E+12,,32792846.78,31419534884,,,,,6.49875E+12,,,,41150449964,2742859263,4318372000
1977,,1.02241E+11,2953333418,65595122956,,,253998001.2,2.25676E+11,24871775165,56781000101,,,77496753.7,1.10351E+11,51545758888,,547535555.6,82839905459,750049780.2,1131224880,9651149302,,,713000000,,,117650000,447000000,3227436282,1.76344E+11,495097667.9,1732721161,,451624959.6,507298148.4,2.12325E+11,,,,13965594906,1.74936E+11,6265068200,3394664030,12344424764,765224030.6,19470960619,,,3072427013,9210519153,14206158675,,,734887974,,6.00498E+11,,45872947.41,49784407636,4587100005,20972112004,2.91576E+11,7.94834E+11,1.22599E+12,,2.72008E+12,11026346590,14400806876,1.78298E+12,,1.32449E+11,,,2.00476E+12,1.99023E+11,33499799321,719501505.2,4.10279E+11,,,2809349074,2.63079E+11,,3189428571,,,138093106.3,114971207.2,103987520.1,36176234968,71494495.19,282269764.9,5480500205,,449880000,5.79202E+12,15719433720,1669499950,78348289023,,947000000.2,,1.52771E+12,1.70453E+12,1.75376E+11,73756383700,45808915663,1.03027E+11,,1.21487E+11,,11248340431,80600122702,19838130715,2208509077,,2.57596E+11,3249733140,2096780731,7.21412E+11,,4494378855,,,38746985.32,44496296.3,38446487603,14137406790,4.04812E+11,,,,,,4.78835E+11,,,303493119.6,4104509583,4.18186E+11,1.60257E+12,193314999.8,9.22285E+11,,3789321328,,,,11049784283,811250927.4,,2358930406,,3.29435E+11,81912502624,,1.54585E+12,,1049838550,625573345.5,1000350727,1.7044E+11,,,,,799029958.7,823633426.2,,13139486858,2.2946E+12,,837620127.3,1291458044,36035407725,2226999874,1.27017E+11,41508030439,1382400000,,15446082336,5.73451E+12,2741169956,18811847922,15126060606,2738261900,14544913961,22283109806,,1640745930,,1.27667E+11,9910900000,,21439523311,2092158730,,1189768788,5.58396E+12,793196379.5,3617564943,,,746650611.3,1.53554E+11,74189100135,7499005639,2938046468,6618585074,93145317.78,691779749.6,2941640100,,498550873,,1.66682E+11,,1.66741E+11,29802486041,,641500000,,,94467862579,304059999.7,,64526398.66,6882292995,,935360466.4,2.91212E+11,,1056473300,19779312336,,,4.51343E+11,,1.68919E+11,34139387.89,1.53554E+11,1.66741E+11,3138666668,5109324009,58675998837,,,2936470588,,1.13336E+12,4114670014,2.08183E+12,,49353161.85,36210697674,,,,,7.34973E+12,,,,45328399961,2515296940,4364382100
1978,,1.16085E+11,3300000109,71496496574,,,308020288.9,2.49608E+11,23775765254,89049453088,,,87879341.48,1.18492E+11,62052259073,,610225555.6,1.01247E+11,928843468.5,1475583643,13281767143,,,832400000,,,136300000,475800000,3758220890,2.00279E+11,552883707.1,1941579359,,590407375.2,610578631.4,2.19377E+11,,,,15992038367,1.49541E+11,7900526290,4662852578,15372608002,878771771.3,23263511958,,,3523208810,9433730362,17844705325,,,964026512.2,,7.4047E+11,,57130215.56,60362658215,4734400005,26364491320,2.82752E+11,9.14897E+11,1.54679E+12,,3.31982E+12,11922502171,14811704063,2.18334E+12,,1.606E+11,,,2.44253E+12,2.21697E+11,36256160289,829268135.2,5.06708E+11,,,2389479269,3.3588E+11,,3662478185,,,171833061.6,122666858.8,,44270204082,88322386.3,355987433.5,6070600206,,507080000,6.94023E+12,18315137713,3097242093,92606200588,,974200000.2,,1.69172E+12,1.8927E+12,1.98705E+11,80183338760,51455719100,1.20581E+11,,1.373E+11,,14647996074,77994316621,23762275652,2511818476,,3.15058E+11,2644527198,2602208597,1.01361E+12,,5303734883,,,45212135.1,49433333.33,51972107438,15503571644,4.91322E+11,,,,,,5.74136E+11,,,436912068,2733183857,4.60594E+11,1.78192E+12,266569999.8,9.59682E+11,,4718539772,,,,13236946766,1000535735,,2669755116,,3.51691E+11,1.02647E+11,,1.7159E+12,,1222702572,793675169.9,916914661.3,1.83193E+11,,,,,804629876.8,1015369264,,16358082223,2.57145E+12,,846004692.3,1774365588,36527862209,2127699979,1.5586E+11,46522900254,1604162497,,18530518395,6.88928E+12,2740301398,20754149837,17811515152,3244558600,12491876743,25762223400,,1947878833,,1.44095E+11,11165000000,,23487614051,2559857143,,1379939153,6.7094E+12,1005569841,4052000414,,,905709080.9,1.74722E+11,80266637390,8128719315,3280354917,7517176355,111027384.8,960725311,3127960000,,564986059.7,,1.85998E+11,,1.86079E+11,32042454157,,735500000,,,1.04443E+11,340629999.7,,85552369.91,8251974524,,1113920123,2.82399E+11,,1120110136,24006567108,,,5.41143E+11,,1.81558E+11,41567471.67,1.74722E+11,1.86079E+11,3562333460,5968462485,65146575336,,,2420260870,,1.26285E+12,4910254566,2.3516E+12,,60844771.48,39316279070,,,,,8.6905E+12,,,,51607399955,2811032473,4351600500
1979,,1.34257E+11,3697940410,88948338390,,,411548365.7,3.37962E+11,31225660993,69252328952,,,109079978.9,1.34898E+11,73937296963,,782496666.7,1.16315E+11,1186231018,1748480618,15565480322,,,1139800100,,,151800000,517200000,4421336383,2.21338E+11,670362452.1,2803833730,,819870595.1,700764746.9,2.43886E+11,,,,21806136150,1.78281E+11,9142933956,5919002975,15068422236,1198749666,27940411250,,,4035519324,10835454135,19584443288,,,1288715210,,8.81345E+11,,55017758.89,70366799282,5498800005,33243709744,3.27552E+11,1.07274E+12,1.67999E+12,,4.06121E+12,14175166008,18020571429,2.64483E+12,,2.14602E+11,,,2.95264E+12,2.78372E+11,44465255686,1019691156,6.13953E+11,,,3030251116,4.39012E+11,,4020227920,,,207112649.7,118537875.1,,54481876725,102244362.2,420645795,6902600207,,530440000,8.02429E+12,22526186035,3544281976,1.02275E+11,,1080600000,,1.97076E+12,2.20425E+12,2.30921E+11,98426900974,51400186379,1.34168E+11,,1.52992E+11,,18319334300,90391877326,37816457839,2853435054,,3.93677E+11,2425063772,3271365161,1.05501E+12,,6234390975,,,42618216.24,58840740.74,66946900826,24749056549,5.40434E+11,,,,,,6.44211E+11,,,503173104.7,3364611432,5.3855E+11,2.06366E+12,290134729.7,1.14143E+12,,5516982664,,,,15911994141,1209898293,,3463565881,,4.61667E+11,1.3453E+11,,1.99229E+12,,1595422954,1001300838,919525191.6,2.28498E+11,,,,,951900945.2,1211139631,,21213268200,2.87174E+12,,1047225724,2109277663,47259911894,1567599982,1.79669E+11,53132594368,1851250008,,20730291376,7.95766E+12,3733352645,26949571910,19688383838,3704551600,15954012439,31218296296,,2293758903,,1.80667E+11,12750000000,,26622819672,3416777778,,1690540719,7.71412E+12,1215032465,5632962998,,,1109346137,1.95693E+11,1.11859E+11,8418407787,4084877818,9296921724,151276440.3,1109372098,3463639900,,590419855.1,,2.21888E+11,,2.22013E+11,39764312931,,782500000,,,1.23387E+11,412093133.8,,127261099.2,9929681531,,1004316495,3.27143E+11,,1211853290,27371650353,,,6.07151E+11,,2.26458E+11,44667002.01,1.95693E+11,2.22013E+11,4602416627,7188855078,89392647417,,,2139025000,,1.46121E+12,7181182224,2.62733E+12,,71096359.63,48310930233,,,,119258835.3,1.00538E+13,,,,63038687890,3353445378,5177459400
